Rank,Fan,Hand,Starting Hand,Fan Types,Win Type,Player,Player ID,Record
700,84,"[PPPP,5][333p,2][111m,3][CCCC,3]FF|SE0000","1138m3358p6sSCCFP|SE0000","小三元","ron","龙lwf","DaL3AAFw","2HrXmDuo"
701,84,"[SSS,1][WWW,3][3333p,2]ENNNE|SN0000","46m137p78sESSNCF|SN0000","小四喜","ron","加藤黄瓜","065TCwwL","cweJ9wNB"
702,84,"[WWW,3][NNN,2][CCC,3]SSFFS|SN0000","9m56p1258sSWWNNC|SN0000","字一色","ron","缥缈qwq","a0foEgYx","GQXbpWwB"
703,84,"[WWW,3][NNN,3][555m,3][SSS,2]EE|SE0000","677m68p134sESWWNN|SE0000","小四喜","ron","t2004","KEUgag4X","nnJHzL6s"
704,84,"[WWWW,6][PPP,3][CCC,1]123sFF|WS1000","38m8p246sWWCCFPP|WS0000","小三元","tsumo","WR","FyvanKgD","HBnvzPL7"
705,83,"111m22p111sWWFFFW|WE1000","112m229p119sEWFFP|WE0000","四暗刻","tsumo","全求人","v1WMFNaR","J8F6zyGn"
706,83,"[111p,3]11199m999p11s1s|WE0000","124689m11699p178s|WE0000","清幺九","ron","灰色天空","p0jSMro3","M2wyVLGc"
707,83,"[123s,2][PPPP,6][CCCC,6]789sFF|EW1000","9m266p134489sFPP|EW0000","小三元","tsumo","黎黎","DqrRyPBA","x8QZG7rQ"
708,83,"[333m,2][444m,3][2222m]5566m5m|NN1000","22334558m4sESWN|NN0000","一色四节高、清一色","tsumo","小三元","w1QPqebu","SyUaqGxN"
709,83,"[888m,1][WWW,3][PPP,3]CCCFF|WN1000","588m8p289sWWCCFP|WN0000","小三元","tsumo","浮生小朋友","RrPD5g0E","TnZdA90g"
710,83,"[999s,3][4444s,2][FFFF,3]CPPPC|NW0000","169m78p4449sFFPP|NW0000","小三元","ron","滚滚浪花","wNKwezHa","34oaKkM6"
711,83,"[CCC,1][678m,3][PPP,3][4444m]FF|WN1000","4467m9p467sSCCFP|WN0000","小三元","tsumo","绚彩蓝","DvQeeBKB","2gRk82ZL"
712,83,"[CCC,1][777m,3][333m,1][FFF,1]PP|NE0000","133477m49pSNCCFF|NE0000","小三元","ron","bluff","NmE1Nxfb","MPFF7D3R"
713,83,"[EEE,2][NNN,2][3333s][SSS,1]WW|WS1000","6m47p345sEESWNNF|WS0000","小四喜","tsumo","Archetto","EbvC0dhh","hbbRq0Eh"
714,83,"[FFF,1][CCC,3][NNNN,3][456s,2]PP|SN0000","34468sNNNCCFFP|SN0000","小三元","ron","张张进张","5jR4n2J1","xFJXJ3Gq"
715,83,"[NNN,1]444pEEESSWWS|ES0000","49m444p27sESSWNN|ES0000","小四喜","ron","宗云先生","BXw3MxhS","mEBsqZ0h"
716,83,"[PPP,2][4444s][222s,2]CCFFC|EW1000","34m269p2244sNCPP|EW0000","小三元","tsumo","odd","7q9obtYX","UFXxbXJ8"
717,83,"[PPP,2][444m,1]SSSCFFFC|EE0000","1458m568pSSWCFPP|EE0000","小三元","ron","水色如烟","KbmeW6ER","jX2Q5zxo"
718,83,"[PPP,3][333p,1][FFF,3][444p,2]CC|WS0000","249m3344p2sNCFPP|WS0000","小三元","ron","牧羊人","rN6LpuEK","ghpJAHXo"
719,83,"[PPPP,7][333p,3]444pCFFFC|SS0000","789m3447p48sCFFP|SS0000","小三元","ron","WeakBot2","dXN9CRyb","DoDRvGWt"
720,83,"[SSS,1][WWW,1][FFF,2]EECCE|SE1000","5m79p1347sEESSWCP|SE0000","字一色","tsumo","我来辣","DUwGJ4te","o21yACMa"
721,83,"[SSS,2][EEEE,1]WWFFPPPW|WN0000","478m236p3sESSWFP|WN0000","字一色","ron","HZ","KsYShhRF","iPdoZJM7"
722,83,"[SSS,3][PPP,2]444sCCCFF|SW0000","15m4467sSNCCFPP|SW0000","小三元","ron","三点水","bWXwxkcR","KDei1Fng"
723,83,"[WWW,1][789m,2][NNNN,7]EEESS|EE0000","2479m39p8sEESWWNN|EE0000","小四喜","ron","和绝张","NRnb3P4x","bsWNjm6S"
724,83,"[WWW,1][PPP,2][EEE,2]NNFFN|EW0000","7m679p335sWWNFPP|EW0000","字一色","ron","KCN","v7dxx0Ei","SiatqTyT"
725,83,"[WWW,2][EEE,2][NNN,2]789sSS|EE1000","25689m468p17sESWN|EE0000","小四喜","tsumo","duncan21","ciyFujEQ","QzFspnjM"
726,83,"[WWW,3][EEE,3][SSS,2]CCPPP|SE0000","6m56p3469sEESWWCC|SE0000","字一色","ron","山浩然","JpG3GvUh","vRy4WHzB"
727,82,"[111s,3][111m,3][9999p,6]99m11p1p|WS1000","119m1127p112sSCP|WS0000","清幺九","tsumo","浓眉小眼","tCAGeEWU","DhS7vssB"
728,82,"[123s,2][CCC,3][999s,3][PPP,1]FF|NN0000","29m6p13479sWCCPP|NN0000","小三元","ron","CHAGA06","XXL9nHG0","HpMAZ072"
729,82,"[123s,3][EEE,3]SSSWWWNN|SW0000","578m17p289sEESSW|SW0000","小四喜","ron","小三元","w1QPqebu","SLQXAQdp"
730,82,"[222m,3][SSS,3][WWW,3]EENNN|WN1000","122m46p69sESSWNN|WN0000","小四喜","tsumo","薄荷犬","orU9BPUU","W2mvV1C1"
731,82,"[4444s,2][3333s][555s,3][666s,2]1s1s|NE1000","88m479p4466sSNCFP|NE0000","一色四节高、清一色","tsumo","御剑飞行","kRs905A2","jNJsF6GK"
732,82,"[444s,1][333s,2][CCCC]FPPPF|EW0000","8m2489p38sECFPPP|EW0000","小三元","ron","CHAGA01","ATAaGdpW","52s3jL1Z"
733,82,"[6666p]11144m111p33s3s|WS1010","1468m14666p334sC|WS0000","四暗刻","tsumo","念起觉迟","sTMWpQuU","kiF4xPKP"
734,82,"[678m,1][FFF,1]678mCCPPP|EN0010","6788m2689p34sNCP|EN0000","小三元","ron","二策","D2WfPnr9","4GtYuEvX"
735,82,"[777m,3][666m,2][555m,2][888m,3]3m3m|WS0000","3566778m5p12sWFP|WS0000","一色四节高、清一色","ron","君应有语","S0uAcnhY","CvF7F8nq"
736,82,"[789p,3][WWW,2][NNN,2]EEESS|EN0000","17m27p145sEESWWP|EN0000","小四喜","ron","ubisoft","H62Q7xbP","LBbCfvz1"
737,82,"[999s,1][666p,3][PPP,2][FFFF,1]CC|ES0000","1567m5p59sEWNFFP|ES0000","小三元","ron","小柚子","sDcV9RNf","kxVAsfqn"
738,82,"[CCC,3][NNN,2][FFFF,5]345pPP|WN1000","4568p14sENNCCFF|WN0000","小三元","tsumo","Haaaaaache","8edQPvZR","BGLmkKvT"
739,82,"[CCCC,5][PPP,2][888p,1]111pFF|NN0000","134m11258p1sCCFP|NN0000","小三元","ron","仓田真白","bkNyopXz","6kFhyRuw"
740,82,"[FFF,1][CCC,3][EEE,3][666m,1]PP|NW1000","668m69p148sEWCCF|NW0000","小三元","tsumo","秋玲","g4siRZjQ","UJrkC3eD"
741,82,"[FFF,2][CCC,1]333sNNNPP|WE0000","1m256p33345sNNCCF|WE0000","小三元","ron","浮生小朋友","RrPD5g0E","uZuPssnJ"
742,82,"[FFF,2][CCC,1][666p,1][444p,3]PP|WS1000","245m24469p2sCCFP|WS0000","小三元","tsumo","Eric","jJ1v3WkD","3YBtTW3G"
743,82,"[FFF,3][EEE,3][CCC,2][567m,2]PP|SN0000","2356m7p89sEENCCF|SN0000","小三元","ron","春米","tY7MoTNC","kx8aExA0"
744,82,"[NNN,1][123p,1][WWW,2][EEE,1]SS|NW1000","26m2p25sEESWWNNF|NW0000","小四喜","tsumo","leverid","CbwGcGN2","QtUyKZ1Y"
745,82,"[NNN,2][EEE,1][WWW,2]789pSS|NE1000","889p2458sEESWWNN|NE0000","小四喜","tsumo","浪漫","dgwVN68T","aXaCoByc"
746,82,"[NNN,3][EEE,3][SSS,3]333mWW|SN0000","37m37p8sEESSWNNP|SN0000","小四喜","ron","喵爹真不是咪","bJoBUb9o","TbWWxZCV"
747,82,"[PPP,1][SSS,3][888m,1]CCCFF|EN0000","134788m19p2sSCPP|EN0000","小三元","ron","Rich","uL4bVinF","Sf5JVDLQ"
748,82,"[PPPP,3]11145mCCCFF3m|EE1000","11145m47p12sECFPP|EE0000","小三元","tsumo","CHAGA01","ATAaGdpW","YkpaEc82"
749,82,"[SSS,3][CCC,3][FFF,3]22pPP2p|SS1000","26m2268p49sSCFPP|SS0000","小三元","tsumo","轻铸","dnpos5pA","h6aJswhr"
750,82,"[WWW,1][SSS,3][EEE,2][678m,3]NN|SS0000","369m3p157sESSWWN|SS0000","小四喜","ron","CHAGA08","7XnjdNdo","fUV4fWFA"
751,82,"[WWW,2]789sCFFFPPPC|WE1000","14m2p89sWWNCFFPPP|WE0000","小三元","tsumo","蹦天使","vNXa8Suc","Bc5RLfdX"
752,82,"[WWW,2][SSS,2]NNCCCPPN|NE0000","459m3p48sESWWCCCP|NE0000","字一色","ron","ZJU国标分队3","wEjGEyqS","wL39U8UK"
753,82,"[WWW,2][SSS,2][CCC,2]NNFFN|WE0000","15m277p45sSWNNCCF|WE0000","字一色","ron","K437","rmWLRGb7","q74udo3U"
754,82,"[WWW,3][555m,1][CCC,3]FPPPF|SE0000","5569m37sWWCCFPPP|SE0000","小三元","ron","geruome","DGxzBfVt","ZxxZW327"
755,81,"22666999m666pFF2m|NW1010","225699m138p23sFF|NW0000","四暗刻","tsumo","qwe305836","huCqp4Hp","AsGfX92a"
756,81,"7m666999p666777s7m|NN1000","67m3669p66779sEC|NN0000","四暗刻","tsumo","茅老道","kFAM1LVx","rpRsz9YT"
757,81,"[1111p,6][999p,3]11m11199s1m|SS0000","116m11568p1699sN|SS0000","清幺九","ron","不知苦","gqxDmsqy","m7J8cvcc"
758,81,"[111p,3][555p,3][PPP,3][CCCC]FF|WN0000","3m112455p167sCCP|WN0000","小三元","ron","正弦","1dzM4vZC","hrZLD1KR"
759,81,"[111p,3][CCCC,5]789sFPPPF|EN1000","6m11p14789sCCFPP|EN0000","小三元","tsumo","浓眉小眼","tCAGeEWU","Xb4tz7WP"
760,81,"[3333m,6][111m,3][222m,2][444m,3]8m8m|SE0000","11233468m18p47sCP|SE0000","一色四节高、清一色","ron","苹果狼、","q1oBEqdN","kx8qSd3u"
761,81,"[444m,3][PPP,2][FFF,2][9999p,1]CC|SE0000","34m1799p13468sFPP|SE0000","小三元","ron","徐北to","SCJkv06C","XqZAPMQH"
762,81,"[6666s]33666m999pCCC|SS1000","34668m9p3466sCCF|SS0000","四暗刻","tsumo","乌克兰","qV9MMGrw","pcDfgscm"
763,81,"[777p,1][FFF,3][6666p,3]CPPPC|SE1000","57m1567p9sSCFFPPP|SE0000","小三元","tsumo","菜籽的菜","5rEyA0Wp","KzcuAAvQ"
764,81,"[777p,3][NNN,1]EEESSWWW|EE0000","38m27788pEESWNCP|EE0000","小四喜","ron","Marygold1","pj5zrjaR","b5iq1eGg"
765,81,"[789p,2][123p,1][789p,3][123p,2]5p5p|EE0010","22m12233579p446sF|EE0000","一色双龙会","ron","武小玲","tmRtSRun","sgMGwWja"
766,81,"[999m,3][666m,3][FFF,1]CCCPP|NW1000","22699m6p5sECCCFF|NW0000","小三元","tsumo","Hinson","8i3nrJ3J","HYmZZ1z9"
767,81,"[CCC,1][444p,2][WWW,1]FPPPF|NS1000","38m169p349sNCCPP|NS0000","小三元","tsumo","新手二段里仑","GqNMgooQ","4f0kYXYg"
768,81,"[EEE,1]123sSWWWNNNS|NS1000","8m258p123sESWWNN|NS0000","小四喜","tsumo","嘻嘻哈哈","uJAM8yXA","Rgk4KUCa"
769,81,"[EEE,1][WWW,2]123pSSNNS|SW0000","577m1289p9sEEWWN|SW0000","小四喜","ron","Albus","cvt9FEou","LBb8aNYr"
770,81,"[EEE,3][FFFF,7][PPP,2][345m,1]CC|NS1000","145m89p3sESCFFPP|NS0000","小三元","tsumo","翔鹰","up2qQvV9","jo2vAYcx"
771,81,"[FFF,1][555s,1]NNNCPPPC|ES0000","38m1568sSNNNCFF|ES0000","小三元","ron","小龙女","7WK1gK48","wPVcax74"
772,81,"[FFF,1][CCCC,7]123345mPP|WS0010","123459m2p47sCCFF|WS0000","小三元","ron","桜坂逢里","gW37BsYa","pQSNgH9N"
773,81,"[FFF,3][CCC,2][888p,1]555pPP|EE1000","145m5688p889sCCFF|EE0000","小三元","tsumo","大台风","92wPpDWU","rd2kXzbh"
774,81,"[FFF,3][PPP,3][NNN,3][SSS,2]EE|SW0000","6m5678p26sSSNNFP|SW0000","字一色","ron","Doge","DF5ET0y5","u2qMyKsW"
775,81,"[NNN,1][SSS,3][WWW,1]89pEE7p|EW0000","6m49p69sESSWWNNC|EW0000","小四喜","ron","RimanC","BpLoPmdF","41CrgoSE"
776,81,"[NNN,2][WWW,1][PPP,3]SSSCC|SE0000","8m38p15689sSSWWNN|SE0000","字一色","ron","往事随风","AsDUCA8r","70d4nr39"
777,81,"[PPP,1][123s,3]789sCCCFF|NS1000","1348m22789sNFPP|NS0000","小三元","tsumo","枭风雀庄","32C6J1o3","PrgCihvS"
778,81,"[PPP,1][333m,2][111m,3]CCFFC|SE1000","11335m15p4sECCFPP|SE0000","小三元","tsumo","Sant","G3Xq42tZ","D5x0nbYd"
779,81,"[PPP,2][CCCC,5][456m,3]56mFF7m|EW0010","12357m3p48sWNCPP|EW0000","小三元","ron","振玉","FoEZE1eg","44cb98U0"
780,81,"[PPP,3][666m,3][FFF,2]999mCC|WS1000","468999m69pCFFPP|WS0000","小三元","tsumo","和平","ZYD1UrLw","QzFghQ7w"
781,81,"[PPP,3][WWW,1]444pCCFFF|NS1000","56m24447p1sEWCFP|NS0000","小三元","tsumo","Mikoto","AnfGv2Fz","UxMYYuMF"
782,81,"[SSS,1][EEEE,5][NNN,2]789sWW|ES0000","4m35p4579sEESSNN|ES0000","小四喜","ron","kabidesu","8SiX3Pzw","2wo04t1H"
783,81,"[SSS,3][333s,1]CCFFFPPC|WS1000","49m6p335sSSCFFFP|WS0000","小三元","tsumo","牧羊人","rN6LpuEK","vYrrSk2U"
784,81,"[SSS,3][PPP,3][222p,3]CFFFC|EN0000","69m1228p5sSSCFPP|EN0000","小三元","ron","铃声末响","mGrr7Nzc","Ar6xUita"
785,80,"1114455p222555s5p|ES1000","7m1155p223579sSF|ES0000","四暗刻","tsumo","嘻嘻哈哈","uJAM8yXA","KPHAcqCp"
786,80,"11155777sNNCCCN|NN1000","15m6p125677sNCCC|NN0000","四暗刻","tsumo","Jux","vD06jvsw","uprrt1Ak"
787,80,"1123355778899m2m|EE0010","114567789m8p156sS|EE0000","一色双龙会","ron","Doge","DF5ET0y5","09Z02j6o"
788,80,"222m222p99sWWFFFW|NW1000","22258m27p599sWWN|NW0000","四暗刻","tsumo","Null","SSCpMwkE","mq48w6gF"
789,80,"234567sCCFFFPPP|SE1000","399m68p4569sNCFPP|SE0000","小三元","tsumo","小三元","w1QPqebu","omtubFXE"
790,80,"[111s,1][111m,2]11999p99s1p|NW0000","255m13779p137sSF|NW0000","清幺九","ron","HillLee97","sdeH0a2T","MUaFyHZw"
791,80,"[3333m,6][CCC,3]77mFFFPP7m|SN0000","223349m3sWNCCFF|SN0000","小三元","ron","元喜莲","9vtPGqbW","6kJrWiyR"
792,80,"[5555s]22555m44499s2m|WS1000","245m4p34455sEWCF|WS0000","四暗刻","tsumo","Charlotte","CKziAhsd","gPBNj01L"
793,80,"[555p,1][6666p]3377788p8p|EE0000","38m33556677p18sES|EE0000","一色四节高、清一色","ron","菜籽的菜","5rEyA0Wp","q71zuUiv"
794,80,"[6666p,3][444p,1]5577788p5p|SW1000","12445m56678pSNF|SW0000","一色四节高、清一色","tsumo","菠萝吹雪","kVP9jsL5","0D0ctbZB"
795,80,"[6666s]44m666p555sFF4m|SS1000","2m4669p55666sSNF|SS0000","四暗刻","tsumo","三十","nPwnGLQC","oXR7GndK"
796,80,"[777p,3][666p,2]CCCFFFPP|EN1000","12m2246779pSCCC|EN0000","小三元","tsumo","国麻萧寒","0Tnq4yaT","JCmQz1su"
797,80,"[789m,1][NNN,1][WWW,3]ESSSE|WW0000","2359m2459sSWWNN|WW0000","小四喜","ron","Encyclopedia","F0FpDopU","XBU9qZrP"
798,80,"[9999s][EEEE,6]999m99pPP9p|SW1000","29m4599p299sESWP|SW0000","混幺九","tsumo","火哥","UQwmdRqB","GXRJcCBR"
799,80,"[999p,3][123p,2]CCCFPPPF|SE0000","28m1399p48sCCCPPP|SE0000","小三元","ron","绚彩蓝","DvQeeBKB","DoGS8Tf6"
800,80,"[CCC,1][3333m,7][NNN,2]FFPPP|SE0000","3469m4p3556sNCFFP|SE0000","小三元","ron","Kokutourio","jtrWKopK","KT3Dayif"
801,80,"[CCC,1][FFF,1][888p,3]555pPP|EN1000","8m245578p5sWNCFP|EN0000","小三元","tsumo","诈和天地人和","AzuK3pft","vBtMDU27"
802,80,"[CCC,2]12789mFFPPP3m|EW1000","1249m5p2sWNCCFPP|EW0000","小三元","tsumo","蛋黄派","A4KG6n9v","JDTyyqSw"
803,80,"[CCC,2][666p,3][FFF,3]NNNPP|WS1000","29m34669p49sCCFP|WS0000","小三元","tsumo","odd","7q9obtYX","EAkyTocZ"
804,80,"[CCC,2][789p,3]123pFPPPF|WW1000","2278p557sSWCCFP|WW0000","小三元","tsumo","二","CJ5SSGd0","DHn4AoD4"
805,80,"[CCC,2][999m,2][789m,3]FPPPF|WS0000","789m359p2sECCFPP|WS0000","小三元","ron","大仙人","LK5AP69e","dm78pAA5"
806,80,"[CCC,2][EEE,1][FFF,3]789pPP|SE1000","5m46788p38sESNCFF|SE0000","小三元","tsumo","依万苏","T3UGU9S9","YwCVEUhD"
807,80,"[CCC,2][FFF,2]444777sPP|NN0000","89m15p4477sWNCFP|NN0000","小三元","ron","樱花Judy","6kJHEx7Q","8SikucoJ"
808,80,"[CCC,3]123789mFFFPP|SS1000","12267m12p188sCCP|SS0000","小三元","tsumo","皮卡丘欣","4M5WpNm9","mym39Jq4"
809,80,"[CCCC,5][FFF,1][999m,1]555mPP|ES1000","55599m3p2sNCCFFP|ES0000","小三元","tsumo","傻哥哥","BT5iwHMr","EHev7fpw"
810,80,"[CCCC,6][NNN,3][WWW,3][PPP,3]SS|SW0000","19m2p178sSWNNCCP|SW0000","字一色","ron","odd","7q9obtYX","RXSBcVJt"
811,80,"[EEE,3][NNN,2][222m,2]SSWWW|WN0000","2359m4p37sEESNNP|WN0000","小四喜","ron","傻哥哥","BT5iwHMr","kaJ8nPF4"
812,80,"[EEE,3][PPP,3][WWW,2][FFF,2]NN|NW0000","7m236p68sEWWNFPP|NW0000","字一色","ron","biu","UxHL0Ssv","80RHcaWr"
813,80,"[FFF,1][111s,1][888s,2]CCCPP|ES1000","389m5p115889sCCF|ES0000","小三元","tsumo","蹦天使","vNXa8Suc","cgH3AYSg"
814,80,"[FFF,2][CCC,1]333p333sPP|NS0000","2m3337p3sWNCCFFP|NS0000","小三元","ron","CHAGA04","CfQFk9C9","4PqZwP2d"
815,80,"[FFF,2][CCC,2][777p,1]888pPP|NN1000","69m17788p26sNCFF|NN0000","小三元","tsumo","日月星辰帅哥","1aXU1SM2","qfYrvC19"
816,80,"[FFF,2][PPP,2][8888s]11sCC1s|WS0000","15m8p1134889sCPP|WS0000","小三元","ron","龙lwf","DaL3AAFw","X7FiWCbt"
817,80,"[FFFF,2][PPP,3][9999p,2]234pCC|SN1000","36m469p268sNCFFP|SN0000","小三元","tsumo","山浩然","JpG3GvUh","gHs82zHZ"
818,80,"[NNN,1][SSS,3]EEECCPPP|SW0000","8m38pEEESNNCCFP|SW0000","字一色","ron","赤木茂","e609HWnY","ZkgWG3Ku"
819,80,"[NNN,3][EEE,2][555s,3]SSWWS|WN0000","347m59p1358sEENN|WN0000","小四喜","ron","INFP","mNL9CUZo","cBnMjDpa"
820,80,"[NNN,3][EEE,2][777s,1]SSWWW|SE1000","6889m1p247sESSWWN|SE0000","小四喜","tsumo","耳朵老师","Czs5cRcX","KmTgYnJs"
821,80,"[PPP,1][777p,3][111p,3]CFFFC|NS0000","1177p337sSWNCPP|NS0000","小三元","ron","傻哥哥","BT5iwHMr","8Pz8QBpn"
822,80,"[PPP,1][CCC,3][EEEE,2]123pFF|WS1000","57m123p3sEEECFPP|WS0000","小三元","tsumo","茗芮里","ADNa2ScR","bqzqJqdF"
823,80,"[PPP,2][111m,3][789m,3][FFF,2]CC|WW1000","1148m9p149sSCFPP|WW0000","小三元","tsumo","赤木茂","e609HWnY","iFDBVuJD"
824,80,"[PPP,2][CCC,2][222s,1][222p,1]FF|SW0000","38m229p2269sCCPP|SW0000","小三元","ron","LogicGhost","Lf5H9BtX","KXZxVjjp"
825,80,"[PPP,3]234sNNCCCFFN|NN1000","34m1p136sWNCCCPP|NN0000","小三元","tsumo","日出","XVsSqEsm","HYmZY4sW"
826,80,"[PPP,3]345pNNCCCFFN|WN1000","26m38p1sESNNCCPP|WN0000","小三元","tsumo","嗯好可以行","KXcTcskS","Xa1NWoJo"
827,80,"[PPP,3][111m,2][777p,1][FFF,3]CC|SE0000","119m47788p1sNCFPP|SE0000","小三元","ron","小熊摊手","xWvTxdsb","oTFwPtB8"
828,80,"[PPP,3][999s,3]33sCCFFF3s|NS0000","39m689p23sEWCFFP|NS0000","小三元","ron","傻哥哥","BT5iwHMr","wKkUq7f7"
829,80,"[PPP,3][CCC,1]345p678sFF|WE1010","127m1245p268sSCFP|WE0000","小三元","tsumo","晴天","44avAyBg","3rbkq26w"
830,80,"[PPP,3][FFF,2][123s,1][NNN,2]CC|WS1000","2568m28p235sSFPP|WS0000","小三元","tsumo","张丹丹","fEboMQ9F","0cceHNa1"
831,80,"[SSS,1][CCC,1][567s,2][FFF,3]PP|NN0000","39m6p57sESSCCFFP|NN0000","小三元","ron","蛋黄派","A4KG6n9v","mSWmWofp"
832,80,"[WWW,1][NNN,3][666p,3]EESSE|NW0000","8m1669p45sEEWWNN|NW0000","小四喜","ron","Mo鱼","jXpvHhxJ","L1EbT0aD"
833,80,"[WWW,2][EEEE,5][SSS,3]456mNN|SS0000","12456m27sESSWWN|SS0000","小四喜","ron","GRandom","sppDKnsW","KuM7UbvH"
834,80,"[WWW,3][SSS,1]123mENNNE|EN0000","2236m77p149sSWNN|EN0000","小四喜","ron","霹雳911","k9WYmxTd","NamQZNit"
835,79,"1144455sNNNCCC5s|NN1000","56m4p14455sSNNCC|NN0000","四暗刻","tsumo","蛋黄派","A4KG6n9v","eZtQgeFL"
836,79,"123456pCCCFPPPF|EN1000","35m124p6sNCCFPPP|EN0000","小三元","tsumo","圣文神武","00gJBpGq","TYt62Yo8"
837,79,"222m333444p4455s4s|ES1000","279m334468p1sEWF|ES0000","四暗刻","tsumo","大货车斯马托","G7je1SZe","85k3829m"
838,79,"2233344455678m2m|EN1010","233344578m9p258s|EN0000","清一色、一色三节高","tsumo","WeakBot2","dXN9CRyb","S5WFVb4L"
839,79,"2277m333p333444s2m|WW1000","47m133p2334489sP|WW0000","四暗刻","tsumo","作业","RBpUQbyU","9ddsuoHK"
840,79,"33355pWWNNNCCCW|WW1000","8m335pSWNNNCCCF|WW0000","四暗刻","tsumo","音律","rRaMLTW1","wesG4WoB"
841,79,"345789sCCCFPPPF|WS1000","4p34578sSWCCFPP|WS0000","小三元","tsumo","张张进张","5jR4n2J1","cvAgh7h1"
842,79,"44488899p999sPPP|NN1000","1m4488899p999sNP|NN0000","四暗刻","tsumo","八番就好","iBmPwvcE","KcXjCDvn"
843,79,"44m555p44555666s4s|ES0000","349m589p34569sEW|ES0000","一色三节高、全中","ron","三门齐","sFpnVN30","2qvEo9YR"
844,79,"5577m333444p444s5m|WW1000","125m3448p447sESW|WW0000","四暗刻","tsumo","Candycane","YgmEaPzt","Fde18yqM"
845,79,"666m11p666sEEFFFE|NE1000","12669m259p6sEECFF|NE0000","四暗刻","tsumo","星间梦影","wKg16HYQ","iCXRvrpA"
846,79,"[1111s][8888p]888m6p222s6p|NW0000","268m1568p129sENC|NW0000","四暗刻","ron","Bob","0sBSXLiX","cdJ2i0Rc"
847,79,"[111m,2][PPP,3][789m,3]CFFFC|SE0000","11378m26sSNCFFFP|SE0000","小三元","ron","CHAGA04","CfQFk9C9","1qqxtByM"
848,79,"[123m,3][FFFF,5][PPP,1][444m,3]CC|SS0000","1244m56p9sNCFFPP|SS0000","小三元","ron","CHAGA07","WySi0ZjP","NJ6Lgwc9"
849,79,"[123p,2][SSS,1][CCC,1]FFPPF|WS1000","13677p13sESCCFP|WS0000","小三元","tsumo","HyZha","QbHyazpM","7F9MUnhD"
850,79,"[444s,1]2223335566s5s|SE0000","37m3p223467sSWWCF|SE0000","一色四节高、清一色","ron","彩色塑料星","t7NufPkJ","Gz6xsJ36"
851,79,"[678p,2][FFF,3][PPP,3][456p,1]CC|ES0000","4m15668p27sEFFPP|ES0000","小三元","ron","御无双流牌手","UmyLGq5C","bVqNvPV7"
852,79,"[789s,3][FFF,1]789sCPPPC|NE0000","357m2377889sCPPP|NE0000","小三元","ron","图图帕特","WccQdkFA","anUuMr3w"
853,79,"[789s,3][PPP,1]99sCCCFF9s|SE0000","2m16p5789sSCCCFPP|SE0000","小三元","ron","齹","aWjZ3XGW","C6wfDSY7"
854,79,"[CCC,1]123789pFFFPP|ES0000","27m1789p37sCCFFP|ES0000","小三元","ron","秋季","MNTaFGdQ","71jxGcXE"
855,79,"[CCC,1][789p,2][999p,1]FFPPP|NE1000","25m29p2558sSWCCFF|NE0000","小三元","tsumo","知不可乎","TGizZC7w","GFTz99Xj"
856,79,"[CCC,1][999s,1][345s,3][PPP,2]FF|EW0000","1499m138p3399sPP|EW0000","小三元","ron","Trin","0g5cm0Vb","EVszXTPX"
857,79,"[CCC,1][FFF,1]23888mPP1m|NW0100","5788m27p27sSCCFP|NW0000","小三元","ron","浮光","MzMz95Sk","7vXt77Lr"
858,79,"[CCC,1][NNN,3][678p,2][PPP,3]FF|NS0000","8m2489p349sNNCPP|NS0000","小三元","ron","勘察加","ew8vmMcD","JLU4PDT1"
859,79,"[CCC,1][PPP,1][888p,3]111pFF|SS0000","1m1288p1sENCCFPP|SS0000","小三元","ron","laitedao","bQWN6CzF","dGNv1A5B"
860,79,"[CCC,1][PPP,2][222s,2][999p,1]FF|NS0000","13m189p225sWNCCP|NS0000","小三元","ron","CHAGA07","WySi0ZjP","13BR6u0P"
861,79,"[CCC,2]112233mFFFPP|WS0000","112267m6p16sCCFP|WS0000","小三元","ron","四喜","2oM4SxsV","JZD4wS7g"
862,79,"[CCC,2][NNN,3]444mFFPPF|WW0000","445m19p358sNCCFP|WW0000","小三元","ron","霸霸","4yeEFtvC","S0uYo5AR"
863,79,"[CCC,2][PPP,2]555888mFF|NW0000","38m158p166sECCPP|NW0000","小三元","ron","Buffon","RDHBMeMi","hGscvb7k"
864,79,"[CCC,2][SSS,1][222m,1]FFPPP|ES1000","28m69p359sSSCCPP|ES0000","小三元","tsumo","初见","sHkYqu9b","DpLEHX83"
865,79,"[CCC,3][123m,2][FFF,3]789mPP|NW1000","1378m9p1279sCCFF|NW0000","小三元","tsumo","小老毕","Q0UNJiKy","uDBAKc17"
866,79,"[CCC,3][555p,2]NNFFFPPN|SN0000","1158m35p6sWNCFFP|SN0000","小三元","ron","Choimoe","irfhv7y2","KcXf39bJ"
867,79,"[CCC,3][777m,3][8888m,3]FFPPF|NS0000","15789m2p68sSNCFF|NS0000","小三元","ron","Anna","3aoEXYs0","tUfTKLda"
868,79,"[CCC,3][888m,2][PPP,2]SSSFF|NE1000","289m28sSSSWCCFPP|NE0000","小三元","tsumo","宗门天骄","atcp5yUr","wMa2Jwpw"
869,79,"[CCC,3][FFF,1][111s,1]789sPP|SE1000","459m5p1126789sCCF|SE0000","小三元","tsumo","猫头鹰","c95crgvL","bw14yqzV"
